easting,northing,coarse_local_slope,coarse_relief_m,coarse_width_m,coarse_area_ha,coarse_aspect_deg,tile
481458.21253459604,110217.11633685946,9.013521194458008,77.07823944091797,969.9639047682285,36.32,169.38672,E480000_N104000
436466.2219615607,162060.79333972168,16.395252227783203,65.09222412109375,1058.5053189657629,20.37,178.63287,E432000_N160000
484142.09630044794,116923.10185648422,7.228869915008545,77.34465026855469,992.2379583120346,27.02,170.219,E480000_N112000
475379.7720241804,145005.44331820874,8.968396186828613,40.57147216796875,1682.6759725809097,35.79,184.27422,E472000_N144000
460438.6094500725,122353.28561039528,8.898029327392578,73.47864532470703,1017.1003790199757,19.34,170.88654,E456000_N120000
464314.25742284145,120298.74145413442,8.867999076843262,69.77957916259766,1079.4446635246277,29.46,203.2737,E464000_N120000
437636.981845094,159772.00643596525,9.340707778930664,73.47415161132812,990.0925980508327,26.86,182.88564,E432000_N152000
501035.12641466333,147965.86379865027,11.571199417114258,58.77418518066406,1234.5305213332176,26.41,193.85815,E496000_N144000
503670.793589831,148226.87284040527,17.364551544189453,74.32685852050781,806.1788821965456,11.94,178.07281,E496000_N144000
503253.7898120419,110644.54454377988,12.394014358520508,51.448936462402344,1342.5713205337524,20.65,193.11096,E496000_N104000
474465.49932863005,118340.97288141704,13.777946472167969,77.10896301269531,797.7101560682058,12.11,175.58972,E472000_N112000
469253.3709869675,122661.5738645631,11.413726806640625,71.2406005859375,948.3774672448635,23.87,185.88913,E464000_N120000
430655.2300227603,156821.25780578385,14.33199691772461,63.95854187011719,1013.114986717701,16.38,172.12213,E424000_N152000
504516.7458070076,112264.7297505518,9.936168670654297,69.72923278808594,982.9850456118584,26.87,173.15173,E504000_N112000
467743.8591108835,123042.02617306382,9.322888374328613,73.18177032470703,920.2149343490601,17.15,211.98227,E464000_N120000
463637.2046566914,177685.148921921,9.256746292114258,70.60974884033203,968.459510654211,29.24,194.3058,E456000_N176000
439716.75088768755,159564.3234964247,14.452512741088867,86.51353454589844,543.3923177421093,13.6,193.24164,E432000_N152000
487518.16204305016,136344.6304996415,14.572749137878418,61.82914733886719,1034.5982593297958,19.81,192.33917,E480000_N136000
472975.31863962655,142952.34888648888,13.104379653930664,60.267486572265625,1086.4098799228668,17.83,201.85242,E472000_N136000
498308.23344016087,112816.76692029135,7.9726104736328125,65.48405456542969,1078.8928455486894,38.7,181.03928,E496000_N112000
472468.59580796846,142160.7449324331,8.77302074432373,67.10700988769531,1020.6139098107815,22.24,192.94528,E472000_N136000
464421.7114708165,177939.54212493208,10.90568733215332,70.7373046875,881.6187480092049,21.15,173.82935,E464000_N176000
494966.24737039977,115440.97292164534,13.755087852478027,67.41546630859375,877.1876116096973,14.49,185.63614,E488000_N112000
473590.5871312149,132850.59708622904,8.940238952636719,42.74391174316406,1466.4332181215286,33.54,159.62915,E472000_N128000
508307.7482515841,142081.95104434853,9.38714599609375,85.54893493652344,580.4923020489514,17.58,178.82788,E504000_N136000
505278.1123674626,148137.33088456874,11.897821426391602,54.35774230957031,1149.1219359263778,24.64,176.66522,E504000_N144000
457588.901130387,179463.93777024077,8.639518737792969,43.722938537597656,1426.7670311033726,27.06,171.51837,E456000_N176000
482036.8928559669,116781.3672491128,7.002655029296875,72.1035385131836,891.0021671652794,16.0,172.26227,E480000_N112000
500989.6159766848,111783.98151396659,9.496135711669922,73.42634582519531,799.5723393559456,20.2,154.46661,E496000_N104000
471347.28786310944,132736.27263313497,8.42192268371582,38.52558898925781,1508.6884286999702,31.75,203.12704,E464000_N128000
444107.739253561,156646.5162471048,8.365967750549316,64.53109741210938,982.1946083754301,30.51,176.87256,E440000_N152000
509132.6288170496,149005.42442423955,14.390670776367188,71.33843231201172,725.2621650695801,12.78,187.20564,E504000_N144000
461480.21439632954,180649.74572747175,9.184624671936035,41.800079345703125,1416.8349316716194,24.34,183.39412,E456000_N176000
462542.39353325637,178807.05777771526,9.468978881835938,52.90046691894531,1188.7958705425262,27.13,192.52347,E456000_N176000
501433.77330879326,108425.81739859087,8.408917427062988,83.25700378417969,595.506007373333,13.84,167.35565,E496000_N104000
432187.60835792724,156127.3096416863,9.408353805541992,81.06539916992188,608.5693088173866,20.76,160.20349,E432000_N152000
482781.1098008304,111603.37127418067,12.548866271972656,88.14387512207031,402.8672856092453,2.85,147.3139,E480000_N104000
493641.8744066019,114756.17525871645,13.348142623901367,77.35591125488281,593.8829451799393,11.49,161.89307,E488000_N112000
505159.2477443719,142848.57503673658,11.320721626281738,70.09424591064453,779.1533732414246,16.47,187.32729,E504000_N136000
496932.60949290026,138448.14192172882,10.059215545654297,48.47266387939453,1235.3957952558994,21.62,186.22513,E496000_N136000
434590.8635328831,155252.60567172567,10.541683197021484,48.601165771484375,1210.2021975442767,11.77,182.89552,E432000_N152000
486335.841962353,116658.15660109409,10.296098709106445,72.33531951904297,737.9780840873718,13.17,159.22455,E480000_N112000
473811.2080177783,129026.03799776325,11.16263484954834,74.45357513427734,673.853961378336,13.4,192.23611,E472000_N128000
491285.634477504,113116.95741662322,8.381750106811523,64.64656066894531,920.8670103549957,28.73,182.36627,E488000_N112000
464379.7813636088,121266.63227461751,18.667322158813477,80.15387725830078,388.07881742715836,5.52,206.79245,E464000_N120000
486251.21027229255,129241.94617656378,12.110682487487793,73.65960693359375,640.7157889008522,14.11,153.75134,E480000_N128000
473976.6824834347,131219.35375665862,10.08268928527832,70.97935485839844,732.6037484407425,13.07,191.76831,E472000_N128000
459216.90717834514,179946.20211461498,11.8909330368042,74.0692138671875,631.2678214907646,10.91,170.2992,E456000_N176000
486925.68345944147,135172.45944685116,12.527078628540039,41.85972595214844,1260.8456352353096,16.29,184.46703,E480000_N128000
467121.2253184199,119540.10196555282,8.864242553710938,65.773193359375,854.252679347992,21.07,209.42386,E464000_N112000
448687.1049733114,159039.36655999228,7.963141441345215,38.24768829345703,1421.4951464533806,25.7,162.5849,E448000_N152000
